libro,autor,editorial,anio_publicacion,num_paginas,formato,categoria,rating,popularidad_libro
Calidad en el desarrollo de Ambiental,Kenneth E. Kendall,Cambridge Press,2012,282,Físico,Ambiental,0.3,1
Fundamentos de Artes,Patricia León,Cengage,2008,470,Físico,Artes,4.27,8
Calidad en el desarrollo de Derecho,Verónica Salazar,Cambridge Press,2020,714,Físico,Derecho,0.76,3
Aplicaciones modernas de Arquitectura,Esteban Aguilar,Marcombo,2017,121,Digital,Arquitectura,0.39,5
El gran libro de Handbook de Hoteleria y turismo,Daniel Martinez,McGraw-Hill,2010,796,Físico,Hoteleria y turismo,4.34,3
Pilares de la ingeniería Mecanica,Luis Martínez,Springer,2006,357,Digital,Mecanica,3.73,9
Calidad en el desarrollo de Informática,Fernando Jimenez,Cambridge Press,2005,669,Físico,Informática,4.98,4
Fundamentos de Artes,Luis Martínez,Pearson,2009,463,Físico,Artes,1.08,6
Procesos de la ingeniería Informática,Agustin Reboredo,Marcombo,2014,215,Físico,Informática,0.28,1
Fundamentos de Artes,Patricia León,Marcombo,2014,429,Físico,Artes,1.66,9
Principios de Informática,Paul Clements,Oxford Press,2005,386,Físico,Informática,2.42,5
Sistematizacion de Biodiversidad y recursos geneticos,Fernando Jimenez,Cambridge Press,2018,679,Físico,Biodiversidad y recursos geneticos,2.0,3
Aplicaciones modernas de Ambiental,Julio Martin,Reverté,2022,788,Digital,Ambiental,2.73,6
Principios de Filosofía,Ricardo Gualán,Alfaomega,2002,125,Físico,Filosofía,2.39,9
El gran libro de Handbook de Educación,Jose Rafael,McGraw-Hill,2003,666,Digital,Educación,0.03,7
El gran libro de Handbook de Arquitectura,Jose Munoz,Santillana,2011,178,Físico,Arquitectura,1.87,9
Principios de Ciencias de la salud,María Torres,Cengage,2010,310,Digital,Ciencias de la salud,2.9,1
Aplicaciones modernas de Ciencias de la salud,Ricardo Gualán,Cambridge Press,2010,574,Físico,Ciencias de la salud,2.45,8
Procesos de la ingeniería Civil,Fernando Ortega,Springer,2009,145,Digital,Civil,1.64,4
Principios de Economía,Luis Martínez,Panamericana,2009,382,Digital,Economía,2.31,4
Fundamentos de Artes,Jose Rafael,Oxford Press,2010,553,Digital,Artes,3.81,3
Conocimientos de Ambiental,Luis Martínez,Panamericana,2017,750,Digital,Ambiental,1.22,6
Principios de Informática,Andrea Gómez,Panamericana,2005,385,Digital,Informática,3.88,9
Sistematizacion de Filosofía,Carlos Javier,McGraw-Hill,2015,713,Digital,Filosofía,0.45,5
Procesos de la ingeniería Arquitectura,Fernando Ortega,Springer,2004,618,Digital,Arquitectura,2.43,8
Aplicaciones modernas de Robotica,Agustin Reboredo,Springer,2002,171,Digital,Robotica,2.38,9
Procesos de la ingeniería Educación,Carlos Javier,Alfaomega,2009,514,Digital,Educación,4.81,3
Procesos de la ingeniería Civil,Agustin Reboredo,McGraw-Hill,2013,343,Digital,Civil,3.71,4
Calidad en el desarrollo de Biodiversidad y recursos geneticos,Luis Martínez,Marcombo,2017,560,Físico,Biodiversidad y recursos geneticos,0.61,1
Calidad en el desarrollo de Civil,Agustin Reboredo,McGraw-Hill,2012,729,Digital,Civil,0.99,8
El gran libro de Handbook de Ambiental,Jose Munoz,Marcombo,2006,595,Digital,Ambiental,3.41,4
Principios de Mecanica,Fernando Ortega,Cengage,2002,439,Digital,Mecanica,1.2,6
Fundamentos de Economía,Nicolas Sau,McGraw-Hill,2002,295,Físico,Economía,4.59,8
Sistematizacion de Hoteleria y turismo,Kenneth E. Kendall,Pearson,2017,736,Digital,Hoteleria y turismo,3.65,9
El gran libro de Handbook de Ciencias de la salud,María Torres,Springer,2003,120,Físico,Ciencias de la salud,2.79,5
Fundamentos de Ciencias de la salud,Verónica Salazar,Reverté,2017,610,Físico,Ciencias de la salud,4.52,9
Aplicaciones modernas de Biodiversidad y recursos geneticos,Nicolas Sau,Marcombo,2016,796,Digital,Biodiversidad y recursos geneticos,4.03,1
Aplicaciones modernas de Informática,Fernando Ortega,McGraw-Hill,2018,323,Digital,Informática,2.51,6
Fundamentos de Robotica,Daniel Martinez,Cambridge Press,2004,565,Físico,Robotica,2.53,6
El gran libro de Handbook de Ambiental,Nuria Alvarez,Reverté,2017,467,Digital,Ambiental,1.75,7
Aplicaciones modernas de Arquitectura,Luis Martínez,Cengage,2022,488,Digital,Arquitectura,3.45,10
Sistematizacion de Filosofía,Patricia León,Oxford Press,2000,522,Digital,Filosofía,4.11,5
Fundamentos de Ciencias de la salud,Luis Martínez,Cambridge Press,2000,672,Digital,Ciencias de la salud,4.02,2
Principios de Ciencias de la salud,Nuria Alvarez,Marcombo,2009,589,Físico,Ciencias de la salud,0.51,6
Aplicaciones modernas de Educación,Jose Rafael,Pearson,2001,553,Físico,Educación,0.64,3
Pilares de la ingeniería Ciencias de la salud,Sergio Gomez,Oxford Press,2002,338,Físico,Ciencias de la salud,2.4,2
Procesos de la ingeniería Ciencias de la salud,Daniel Martinez,McGraw-Hill,2004,629,Físico,Ciencias de la salud,0.12,1
Procesos de la ingeniería Robotica,Agustin Reboredo,Santillana,2005,129,Físico,Robotica,3.69,7
Calidad en el desarrollo de Mecanica,Daniela Lopez,Marcombo,2005,401,Digital,Mecanica,2.33,4
Principios de Educación,Sebastian Raschka,Cambridge Press,2019,190,Digital,Educación,2.38,1
Procesos de la ingeniería Robotica,Esteban Aguilar,Cengage,2014,396,Físico,Robotica,0.97,9
Pilares de la ingeniería Ciencias de la salud,Paul Clements,McGraw-Hill,2005,707,Digital,Ciencias de la salud,4.1,1
El gran libro de Handbook de Artes,Esteban Aguilar,Pearson,2022,552,Digital,Artes,1.72,2
Conocimientos de Arquitectura,Verónica Salazar,Springer,2022,679,Digital,Arquitectura,1.02,4
Calidad en el desarrollo de Educación,Julio Martin,Oxford Press,2021,268,Digital,Educación,1.15,10
Conocimientos de Informática,Carlos Pérez,Cambridge Press,2015,489,Físico,Informática,3.57,6
Conocimientos de Civil,Ricardo Gualán,Pearson,2004,370,Físico,Civil,0.3,7
Conocimientos de Ambiental,Andrea Gómez,Alfaomega,2010,225,Físico,Ambiental,4.49,9
Procesos de la ingeniería Industrial,Nicolas Sau,McGraw-Hill,2019,527,Físico,Industrial,3.41,5
Procesos de la ingeniería Educación,Carlos Pérez,Pearson,2003,606,Físico,Educación,1.5,6
Aplicaciones modernas de Arquitectura,Verónica Salazar,Marcombo,2017,433,Físico,Arquitectura,1.82,7
Principios de Robotica,Andrea Gómez,Pearson,2003,727,Digital,Robotica,0.08,9
El gran libro de Handbook de Mecanica,Julia Herrera,Alfaomega,2022,142,Digital,Mecanica,4.83,5
El gran libro de Handbook de Informática,Ricardo Gualán,Pearson,2001,383,Digital,Informática,1.96,10
Aplicaciones modernas de Artes,Alfons Gonzalez,Santillana,2014,175,Físico,Artes,4.91,1
Sistematizacion de Civil,Julio Martin,Cengage,2009,720,Digital,Civil,4.09,10
Fundamentos de Industrial,Jose Munoz,Marcombo,2000,268,Físico,Industrial,0.53,3
Calidad en el desarrollo de Hoteleria y turismo,Carlos Javier,Panamericana,2022,362,Físico,Hoteleria y turismo,1.31,10
Fundamentos de Hoteleria y turismo,María Torres,Cengage,2005,575,Físico,Hoteleria y turismo,2.44,3
Pilares de la ingeniería Derecho,Carlos Pérez,Cengage,2004,237,Digital,Derecho,2.39,2
Pilares de la ingeniería Ambiental,Daniel Martinez,Reverté,2003,644,Digital,Ambiental,1.2,9
El gran libro de Handbook de Mecanica,Nuria Alvarez,Pearson,2006,312,Físico,Mecanica,1.4,6
Fundamentos de Artes,Verónica Salazar,Panamericana,2000,459,Físico,Artes,1.87,4
Pilares de la ingeniería Biodiversidad y recursos geneticos,Nicolas Sau,Panamericana,2000,424,Físico,Biodiversidad y recursos geneticos,4.99,8
Pilares de la ingeniería Derecho,Paul Clements,Marcombo,2017,176,Físico,Derecho,2.74,3
Pilares de la ingeniería Educación,Patricia León,Panamericana,2004,791,Físico,Educación,0.01,1
Conocimientos de Economía,Ricardo Gualán,McGraw-Hill,2005,288,Digital,Economía,0.81,10
Sistematizacion de Informática,Jose Munoz,Panamericana,2022,330,Digital,Informática,2.09,7
Fundamentos de Hoteleria y turismo,Fernando Ortega,Reverté,2019,422,Digital,Hoteleria y turismo,0.21,4
Aplicaciones modernas de Informática,María Torres,Reverté,2014,257,Físico,Informática,3.02,3
Conocimientos de Educación,Nuria Alvarez,Reverté,2000,434,Físico,Educación,2.67,1
Fundamentos de Arquitectura,Carlos Pérez,Marcombo,2021,612,Físico,Arquitectura,1.35,4
Pilares de la ingeniería Artes,Esteban Aguilar,Springer,2006,787,Digital,Artes,1.56,3
Aplicaciones modernas de Educación,Luis Martínez,Cengage,2022,541,Físico,Educación,1.97,7
Procesos de la ingeniería Ciencias de la salud,Jose Munoz,Santillana,2013,571,Físico,Ciencias de la salud,1.38,5
Calidad en el desarrollo de Hoteleria y turismo,Julio Martin,Cambridge Press,2012,756,Digital,Hoteleria y turismo,1.13,10
Calidad en el desarrollo de Robotica,María Torres,Pearson,2008,511,Digital,Robotica,4.71,4
Pilares de la ingeniería Artes,Sergio Gomez,Pearson,2014,270,Físico,Artes,2.02,10
Sistematizacion de Arquitectura,Carlos Pérez,Panamericana,2016,722,Digital,Arquitectura,2.98,10
Conocimientos de Educación,Julia Herrera,Santillana,2018,170,Físico,Educación,3.05,1
Principios de Industrial,Sebastian Raschka,Pearson,2010,164,Digital,Industrial,1.0,2
Sistematizacion de Filosofía,Sergio Gomez,Springer,2006,763,Digital,Filosofía,4.81,9
Pilares de la ingeniería Filosofía,Guillermo Pantaleon,Oxford Press,2014,528,Digital,Filosofía,4.84,4
El gran libro de Handbook de Arquitectura,Ricardo Gualán,Alfaomega,2001,141,Digital,Arquitectura,3.39,2
Procesos de la ingeniería Artes,Kenneth E. Kendall,Oxford Press,2016,133,Digital,Artes,2.4,8
Pilares de la ingeniería Civil,Andrea Gómez,Cambridge Press,2012,563,Físico,Civil,3.39,2
Calidad en el desarrollo de Industrial,Jose Munoz,Oxford Press,2022,322,Digital,Industrial,1.71,6
Pilares de la ingeniería Robotica,Fernando Ortega,McGraw-Hill,2003,240,Físico,Robotica,1.02,10
El gran libro de Handbook de Robotica,Daniela Lopez,Panamericana,2006,797,Físico,Robotica,2.02,3
Pilares de la ingeniería Ciencias de la salud,Fernando Jimenez,Alfaomega,2018,255,Físico,Ciencias de la salud,0.93,2
Conocimientos de Mecanica,Sergio Gomez,Alfaomega,2010,133,Digital,Mecanica,3.73,4
Principios de Informática,Daniel Martinez,Oxford Press,2010,500,Digital,Informática,4.37,6
Conocimientos de Ambiental,Jose Rafael,Marcombo,2012,260,Digital,Ambiental,1.09,8
El gran libro de Handbook de Ambiental,Patricia León,Cengage,2009,497,Digital,Ambiental,2.03,10
Sistematizacion de Informática,Luis Martínez,Santillana,2000,602,Físico,Informática,3.06,9
Aplicaciones modernas de Derecho,Alfons Gonzalez,Oxford Press,2004,371,Físico,Derecho,3.53,6
Conocimientos de Artes,Alfons Gonzalez,Reverté,2008,241,Digital,Artes,2.48,4
Fundamentos de Mecanica,Esteban Aguilar,Alfaomega,2004,589,Físico,Mecanica,4.62,3
Conocimientos de Hoteleria y turismo,Paul Clements,Alfaomega,2002,693,Físico,Hoteleria y turismo,2.93,4
Fundamentos de Biodiversidad y recursos geneticos,Carlos Pérez,Cengage,2021,653,Físico,Biodiversidad y recursos geneticos,4.9,6
Fundamentos de Robotica,Daniel Martinez,Santillana,2019,267,Digital,Robotica,1.55,9
Sistematizacion de Hoteleria y turismo,Daniela Lopez,McGraw-Hill,2006,352,Físico,Hoteleria y turismo,2.69,1
Conocimientos de Arquitectura,Jose Rafael,Santillana,2012,300,Digital,Arquitectura,0.81,5
Sistematizacion de Robotica,Julio Martin,Pearson,2014,425,Físico,Robotica,4.48,3
Fundamentos de Robotica,Sergio Gomez,Panamericana,2006,786,Digital,Robotica,3.55,9
El gran libro de Handbook de Filosofía,Kenneth E. Kendall,Cengage,2016,728,Físico,Filosofía,4.12,4
Conocimientos de Arquitectura,Luis Martínez,Oxford Press,2012,718,Digital,Arquitectura,4.64,10
Pilares de la ingeniería Artes,Verónica Salazar,Oxford Press,2001,242,Físico,Artes,1.05,3
Fundamentos de Ciencias de la salud,Andrea Gómez,Oxford Press,2016,234,Digital,Ciencias de la salud,1.65,9
Pilares de la ingeniería Artes,Paul Clements,Panamericana,2007,474,Digital,Artes,4.0,9
Principios de Educación,Carlos Pérez,Santillana,2010,572,Digital,Educación,0.31,2
Fundamentos de Filosofía,Ricardo Gualán,McGraw-Hill,2022,308,Físico,Filosofía,2.53,2
Pilares de la ingeniería Arquitectura,Patricia León,Cambridge Press,2013,154,Físico,Arquitectura,0.91,1
Aplicaciones modernas de Filosofía,Andrea Gómez,Springer,2006,384,Físico,Filosofía,3.96,10
Calidad en el desarrollo de Ambiental,Alfons Gonzalez,Marcombo,2004,543,Digital,Ambiental,3.99,6
Principios de Educación,Jose Munoz,Alfaomega,2015,479,Digital,Educación,3.26,4
El gran libro de Handbook de Informática,Daniel Martinez,Panamericana,2015,758,Digital,Informática,2.36,8
El gran libro de Handbook de Civil,Julio Martin,McGraw-Hill,2012,754,Físico,Civil,1.98,4
Principios de Derecho,Agustin Reboredo,Marcombo,2013,266,Digital,Derecho,2.07,2
El gran libro de Handbook de Ambiental,Nuria Alvarez,Cengage,2004,574,Físico,Ambiental,0.72,8
Conocimientos de Derecho,Carlos Javier,Cambridge Press,2020,146,Físico,Derecho,0.64,9
Conocimientos de Robotica,Kenneth E. Kendall,Panamericana,2006,692,Digital,Robotica,2.44,9
Principios de Mecanica,Nicolas Sau,Pearson,2013,318,Físico,Mecanica,0.74,4
El gran libro de Handbook de Industrial,Carlos Pérez,Panamericana,2013,179,Digital,Industrial,3.6,5
Pilares de la ingeniería Biodiversidad y recursos geneticos,Nuria Alvarez,Panamericana,2013,699,Físico,Biodiversidad y recursos geneticos,3.03,9
Principios de Robotica,Daniel Martinez,Cengage,2003,244,Físico,Robotica,0.03,10
Procesos de la ingeniería Robotica,Fernando Ortega,Santillana,2001,722,Digital,Robotica,3.22,9
Conocimientos de Ambiental,Nicolas Sau,Santillana,2001,285,Físico,Ambiental,0.81,4
Sistematizacion de Industrial,Sebastian Raschka,Cengage,2022,631,Digital,Industrial,1.56,2
Aplicaciones modernas de Economía,Jose Rafael,Panamericana,2021,658,Físico,Economía,2.01,7
El gran libro de Handbook de Informática,Carlos Javier,Marcombo,2016,506,Digital,Informática,1.38,2
Aplicaciones modernas de Civil,Andrea Gómez,Cengage,2010,307,Físico,Civil,4.48,9
Aplicaciones modernas de Robotica,Agustin Reboredo,Oxford Press,2001,684,Físico,Robotica,2.29,7
Pilares de la ingeniería Informática,Paul Clements,Marcombo,2000,678,Digital,Informática,0.3,6
El gran libro de Handbook de Filosofía,Julia Herrera,McGraw-Hill,2004,339,Digital,Filosofía,1.55,8
Principios de Ambiental,Jose Munoz,Pearson,2000,703,Físico,Ambiental,3.88,6
Principios de Mecanica,Verónica Salazar,Santillana,2008,451,Digital,Mecanica,1.83,9
Principios de Economía,María Torres,Panamericana,2017,502,Físico,Economía,3.98,9
Conocimientos de Ambiental,Esteban Aguilar,Springer,2005,185,Digital,Ambiental,2.09,1
Aplicaciones modernas de Ciencias de la salud,Carlos Pérez,Pearson,2000,667,Físico,Ciencias de la salud,4.71,6
Sistematizacion de Filosofía,Alfons Gonzalez,Cengage,2010,158,Digital,Filosofía,1.33,7
Procesos de la ingeniería Derecho,Alfons Gonzalez,Alfaomega,2007,638,Digital,Derecho,3.44,6
Calidad en el desarrollo de Informática,Luis Martínez,Pearson,2005,179,Físico,Informática,0.32,3
Calidad en el desarrollo de Artes,Nuria Alvarez,Reverté,2006,574,Digital,Artes,3.34,2
Procesos de la ingeniería Filosofía,Sergio Gomez,Cambridge Press,2002,770,Físico,Filosofía,1.15,10
Pilares de la ingeniería Civil,Nicolas Sau,Alfaomega,2021,535,Digital,Civil,3.43,9
Principios de Biodiversidad y recursos geneticos,Daniel Martinez,Oxford Press,2010,691,Físico,Biodiversidad y recursos geneticos,3.93,5
Pilares de la ingeniería Hoteleria y turismo,Kenneth E. Kendall,Cambridge Press,2010,253,Digital,Hoteleria y turismo,1.35,7
Pilares de la ingeniería Ambiental,Alfons Gonzalez,Springer,2006,142,Físico,Ambiental,1.5,5
Conocimientos de Artes,Daniel Martinez,Pearson,2015,167,Físico,Artes,3.34,4
Pilares de la ingeniería Informática,María Torres,Panamericana,2003,578,Físico,Informática,4.65,9
Principios de Industrial,Andrea Gómez,Cengage,2008,265,Físico,Industrial,3.21,5
El gran libro de Handbook de Derecho,Fernando Jimenez,Oxford Press,2013,795,Físico,Derecho,1.5,3
El gran libro de Handbook de Informática,Nicolas Sau,McGraw-Hill,2001,248,Físico,Informática,4.43,3
Procesos de la ingeniería Informática,Carlos Pérez,Cengage,2001,765,Digital,Informática,4.96,4
Sistematizacion de Ambiental,Alfons Gonzalez,Panamericana,2001,135,Digital,Ambiental,0.77,8
Sistematizacion de Educación,Fernando Ortega,Marcombo,2020,507,Físico,Educación,2.24,6
Calidad en el desarrollo de Arquitectura,Daniel Martinez,Reverté,2018,658,Físico,Arquitectura,4.2,3
Calidad en el desarrollo de Industrial,Sergio Gomez,Santillana,2008,623,Físico,Industrial,0.14,7
Aplicaciones modernas de Ciencias de la salud,Andrea Gómez,Oxford Press,2002,278,Digital,Ciencias de la salud,4.66,4
Calidad en el desarrollo de Robotica,Jose Munoz,Cengage,2007,650,Físico,Robotica,3.63,3
Principios de Derecho,Nicolas Sau,Springer,2004,294,Digital,Derecho,0.37,7
Fundamentos de Ambiental,Nuria Alvarez,Alfaomega,2005,744,Físico,Ambiental,3.52,3
Principios de Biodiversidad y recursos geneticos,Julia Herrera,McGraw-Hill,2013,383,Físico,Biodiversidad y recursos geneticos,2.76,10
El gran libro de Handbook de Industrial,Carlos Javier,Cambridge Press,2008,663,Digital,Industrial,2.63,1
Aplicaciones modernas de Filosofía,Agustin Reboredo,Reverté,2016,266,Digital,Filosofía,2.11,7
Sistematizacion de Hoteleria y turismo,Verónica Salazar,McGraw-Hill,2016,378,Digital,Hoteleria y turismo,2.31,3
Fundamentos de Ambiental,Fernando Jimenez,Santillana,2006,130,Físico,Ambiental,3.87,5
Pilares de la ingeniería Filosofía,Agustin Reboredo,Cengage,2018,416,Físico,Filosofía,3.61,3
Fundamentos de Filosofía,Sergio Gomez,Marcombo,2021,571,Físico,Filosofía,1.85,7
El gran libro de Handbook de Filosofía,Carlos Javier,Cengage,2015,170,Físico,Filosofía,3.65,5
Pilares de la ingeniería Informática,Carlos Pérez,Pearson,2020,296,Digital,Informática,0.37,8
Sistematizacion de Economía,Sebastian Raschka,Panamericana,2007,395,Físico,Economía,3.26,1
Principios de Informática,Jose Rafael,Panamericana,2001,342,Físico,Informática,2.95,2
Principios de Industrial,Verónica Salazar,Reverté,2012,477,Físico,Industrial,3.52,10
Conocimientos de Derecho,Sebastian Raschka,Reverté,2003,777,Digital,Derecho,1.67,5
Fundamentos de Economía,Sebastian Raschka,McGraw-Hill,2001,752,Digital,Economía,2.9,2
Calidad en el desarrollo de Artes,Nuria Alvarez,Cambridge Press,2001,356,Digital,Artes,3.5,8
Principios de Economía,Daniela Lopez,Marcombo,2013,267,Digital,Economía,0.95,7
Fundamentos de Industrial,Verónica Salazar,Alfaomega,2002,270,Digital,Industrial,2.83,1
Aplicaciones modernas de Arquitectura,Agustin Reboredo,Alfaomega,2011,401,Físico,Arquitectura,4.47,5
Fundamentos de Informática,Sergio Gomez,Springer,2019,648,Físico,Informática,3.33,3
Calidad en el desarrollo de Hoteleria y turismo,María Torres,Oxford Press,2000,476,Físico,Hoteleria y turismo,1.87,10
Principios de Informática,Nuria Alvarez,Cengage,2003,671,Digital,Informática,3.49,1
Pilares de la ingeniería Robotica,María Torres,Marcombo,2015,260,Digital,Robotica,0.08,6
Calidad en el desarrollo de Economía,Fernando Jimenez,Panamericana,2003,454,Físico,Economía,0.07,3
